,symbol,displaySymbol,name,slug,logo,temporaryDataDelay,price,percentage,percentage_1h,percentage_7d,changeValue,marketCap,volume,FullCount,rank,Status,market_cap_percent_change_1d,20DMA,CMP-20DMA,CMP-20DMA_%,3m_change%,ticker
153,livepeer,lpt,Livepeer,livepeer-lpt,https://coin-images.coingecko.com/coins/images/7137/large/badge-logo-circuit-green.png?1719357686,False,10.54,-0.013071895424836654,-0.01770736253494886,-0.07685589519650647,-0.14000000000000057,358456593,20199975.0,,154,active,-0.017764341614725114,,,,,
154,mx-token,mx,MX,mx-mx,https://coin-images.coingecko.com/coins/images/8545/large/MEXC_GLOBAL_LOGO.jpeg?1696508719,False,3.67,-0.016085790884718513,-0.013440860215053835,0.016620498614958464,-0.06000000000000005,358373163,13777567.0,,155,active,-0.017676973934754404,,,,,
155,compound-governance-token,comp,Compound,compound-comp,https://coin-images.coingecko.com/coins/images/10775/large/COMP.png?1696510737,False,42.64,0.018904044029672152,-0.014804533888503203,0.005193578847969756,0.7899999999999991,357257124,35928703.0,,156,active,0.019186385226319397,,,,,
156,mog-coin,mog,Mog Coin,mog-coin-mog,https://coin-images.coingecko.com/coins/images/31059/large/MOG_LOGO_200x200.png?1696529893,False,9.77093e-07,-0.040148039215686306,-0.030200000000000015,-0.2638729323308271,-4.0951000000000034e-08,353057847,32176761.0,,157,active,-0.04481615419281691,,,,,
157,trust-wallet-token,twt,Trust Wallet,trust-wallet-twt,https://coin-images.coingecko.com/coins/images/11085/large/Trust.png?1696511026,False,0.844274,-0.00682793738901365,-0.009913285163640748,-0.04278933122968311,-0.005805999999999978,351577413,8820120.0,,158,active,-0.007307513384378888,,,,,
158,curve-dao-token,crv,Curve DAO,curve-dao-crv,https://coin-images.coingecko.com/coins/images/12124/large/Curve.png?1696511967,False,0.299916,-0.046176216051111045,-0.002285969074531886,0.07089834819387289,-0.014512999999999998,350926890,131980900.0,,159,active,-0.045208191610057145,,,,,
159,beldex,bdx,Beldex,beldex-bdx,https://coin-images.coingecko.com/coins/images/5111/large/Beldex.png?1696505631,False,0.052101,-0.011812065315996382,-0.009241827828170466,0.01779144686897783,-0.0006250000000000006,348308075,935363.0,,160,active,-0.012178468071515033,,,,,
160,kava,kava,Kava,kava-kava,https://coin-images.coingecko.com/coins/images/9761/large/kava.png?1696509822,False,0.318511,0.015338548227138009,-0.004103330166508353,-0.0017338032054980866,0.004809999999999981,345011127,7426012.0,,161,active,0.014375292411811668,,,,,
161,h2o-dao,h2o,H2O Dao,h2o-dao-h2o,https://coin-images.coingecko.com/coins/images/24588/large/h2o-cg.jpg?1716876224,False,0.412251,-0.0339092811757971,-0.009043403048904988,-0.015708258130834405,-0.01445200000000002,340107187,10853759.0,,162,active,-0.03413202489851082,,,,,
162,nervos-network,ckb,Nervos Network,nervos-network-ckb,https://coin-images.coingecko.com/coins/images/9566/large/Nervos_White.png?1696509646,False,0.00751372,-0.03767074377467446,-0.016611304367150737,-0.10633203389589657,-0.0002954200000000011,336828127,16229230.0,,163,active,-0.039644161648969826,,,,,
163,safe,safe,Safe,safe-safe-2,https://coin-images.coingecko.com/coins/images/27032/large/Artboard_1_copy_8circle-1.png?1696526084,False,0.725443,-0.02319713462192855,-0.006288024954914272,0.00030164001261649877,-0.017247000000000012,336393188,5400594.0,,164,active,-0.022965597680993835,,,,,
164,ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,ondo-us-dollar-yield-usdy,https://coin-images.coingecko.com/coins/images/31700/large/usdy_%281%29.png?1696530524,False,1.042,-0.007619047619047625,-0.0009596928982726602,-0.0066730219256433704,-0.008000000000000007,325166185,43111.0,,165,active,-0.012911042512829818,,,,,
165,bitcoin-avalanche-bridged-btc-b,btc.b,Bitcoin Avalanche Bridged (BTC.b),bitcoin-avalanche-bridged-(btc.b)-btc.b,https://coin-images.coingecko.com/coins/images/26115/large/btcb.png?1696525205,False,57954.0,-0.030929898902272195,-0.009315975362145746,-0.015841282212019043,-1854.0,312605656,11835896.0,,166,active,-0.029912272141190778,,,,,
166,iotex,iotx,IoTeX,iotex-iotx,https://coin-images.coingecko.com/coins/images/3334/large/iotex-logo.png?1696504041,False,0.03285674,0.017063267352974566,-0.01341889772332747,-0.02023284816843144,0.0005517300000000003,310377736,15160533.0,,167,active,0.017030329531666243,,,,,
167,dash,dash,Dash,dash-dash,https://coin-images.coingecko.com/coins/images/19/large/dash-logo.png?1696501423,False,25.8,-0.01945080091533173,-0.0027089783281733855,0.05498563807960607,-0.509999999999998,307522143,30435685.0,,168,active,-0.0162584235284496,,,,,
168,wemix-token,wemix,WEMIX,wemix-wemix,https://coin-images.coingecko.com/coins/images/12998/large/wemixcoin_color_200.png?1696512788,False,0.747209,0.0083950149524365,-0.0009118914929347936,-0.009998140128065365,0.006204000000000098,304308313,2233779.0,,169,active,0.010710780492721431,,,,,
169,project-galaxy,gal,Galxe,galxe-gal,https://coin-images.coingecko.com/coins/images/24530/large/galaxy.jpg?1696523708,False,2.42,-0.10370370370370378,-0.020242914979757193,0.07079646017699122,-0.28000000000000025,304177017,103871.0,,170,active,-0.1064994352544013,,,,,
170,amp-token,amp,Amp,amp-amp,https://coin-images.coingecko.com/coins/images/12409/large/amp-200x200.png?1696512231,False,0.00375663,-0.04605100397348329,-0.01759117697021969,0.08299491294690828,-0.0001824200000000004,303534394,23900284.0,,171,active,-0.04990895935182925,,,,,
171,1inch,1inch,1inch,1inch-1inch,https://coin-images.coingecko.com/coins/images/13469/large/1inch-token.png?1696513230,False,0.241178,-0.022113810570271484,-0.011487982938233113,-0.08457709550952741,-0.005444000000000004,302971181,22918726.0,,172,active,-0.024321992492316296,,,,,
172,blur,blur,Blur,blur-blur,https://coin-images.coingecko.com/coins/images/28453/large/blur.png?1696527448,False,0.165182,-0.053031470667146134,-0.010325898047488357,0.048265097850882496,-0.009289999999999993,299958437,39826427.0,,173,active,-0.05431578933695583,,,,,
173,stader-ethx,ethx,Stader ETHx,stader-ethx-ethx,https://coin-images.coingecko.com/coins/images/30870/large/staderx.png?1696529717,False,2674.63,-0.027544013348504287,-0.015087596485087512,-0.0017128846993496058,-75.76999999999998,297952244,114342.0,,174,active,-0.025798212329151242,,,,,
174,aevo-exchange,aevo,Aevo,aevo-aevo,https://coin-images.coingecko.com/coins/images/35893/large/aevo.png?1710138340,False,0.33791,-0.008070069536220015,-0.014710162644220143,-0.06280333673873376,-0.0027539999999999787,293143368,36993709.0,,175,active,-0.009800504623699533,,,,,
175,g-token,g,Gravity,g-token-g,https://coin-images.coingecko.com/coins/images/39200/large/gravity.jpg?1721020647,False,0.04037232,-0.11227054218705561,-0.01316714478750506,0.09663778973458033,-0.005088759999999998,291952482,32100637.0,,176,active,-0.10742349552434088,,,,,
176,golem,glm,Golem,golem-glm,https://coin-images.coingecko.com/coins/images/542/large/Golem_Submark_Positive_RGB.png?1696501761,False,0.289358,-0.0319482523133849,-0.010845705141794287,-0.10235059871988209,-0.009567000000000048,289588449,9649603.0,,177,active,-0.03327135997268589,,,,,
177,woo-network,woo,WOO,woo-woo,https://coin-images.coingecko.com/coins/images/12921/large/WOO_Logos_2023_Profile_Pic_WOO.png?1696512709,False,0.148706,0.005785901485115252,-0.015300922555624551,0.03633770244351663,0.0008610000000000007,285933416,12530121.0,,178,active,0.001090034783655625,,,,,
178,illuvium,ilv,Illuvium,illuvium-ilv,https://coin-images.coingecko.com/coins/images/14468/large/logo-200x200.png?1696514154,False,42.49,0.0007043907020425928,-0.019630484988452525,-0.03574660633484175,0.02999999999999403,285444848,13088002.0,,179,active,-0.005474005410326028,,,,,
179,aragon,ant,Aragon,aragon-ant,https://coin-images.coingecko.com/coins/images/681/large/Avatar_Circle_x6.png?1696501871,False,7.08,-0.012534818941504159,0.0028288543140027682,-0.03799185888738131,-0.08999999999999986,283530310,4142784.0,,180,active,-0.014670019317214508,,,,,
180,jito-governance-token,jto,Jito,jito-jto,https://coin-images.coingecko.com/coins/images/33228/large/jto.png?1701137022,False,2.26,-0.0338983050847458,-0.02164502164502176,-0.13962264150943401,-0.08000000000000007,282362483,50813815.0,,181,active,-0.03873841933988185,,,,,
181,turbo,turbo,Turbo,turbo-turbo,https://coin-images.coingecko.com/coins/images/30117/large/TurboMark-QL_200.png?1708079597,False,0.00410437,-0.029888536833767104,-0.015523225865463654,0.029694893539289877,-0.00012677999999999995,282205000,59877428.0,,182,active,-0.0420100220813796,,,,,
182,venom,venom,Venom,venom-venom,https://coin-images.coingecko.com/coins/images/28660/large/Venom_Icon.png?1696527645,False,0.153623,-0.011396580381646886,-0.006966725315669599,-0.008868019583274033,-0.0017689999999999928,281373860,1942279.0,,183,active,-0.011799726269785777,,,,,
183,dog-go-to-the-moon-rune,dog,DOG•GO•TO•THE•MOON (Runes),dog•go•to•the•moon-🐕,https://coin-images.coingecko.com/coins/images/37352/large/DOGGOTOTHEMOON.png?1714096969,False,0.0027836,-0.07874535835168078,-0.024151147363765866,-0.04849389923125214,-0.0002396299999999998,278360437,6535148.0,,184,active,-0.09097700508854507,,,,,
184,just,jst,JUST,just-jst,https://coin-images.coingecko.com/coins/images/11095/large/JUST.jpg?1696511035,False,0.02793257,-0.00020383079671236696,-0.0011238377519234167,0.03505946707585444,-5.669999999999287e-06,276547181,16554928.0,,185,active,0.003039740106943225,,,,,
185,aelf,elf,aelf,aelf-elf,https://coin-images.coingecko.com/coins/images/1371/large/aelf-logo.png?1696502429,False,0.379211,-0.014693180990437054,-0.006491398896462141,-0.10467815521357833,-0.005648000000000042,275441469,19155193.0,,186,active,-0.014119608172332177,,,,,
186,echelon-prime,prime,Echelon Prime,echelon-prime-prime,https://coin-images.coingecko.com/coins/images/29053/large/prime-logo-small-border_%282%29.png?1696528020,False,6.04,0.0016583747927031154,-0.009852216748768409,0.054101221640488584,0.009999999999999787,268715090,1994437.0,,187,active,0.0009932036639017337,,,,,
187,arkham,arkm,Arkham,arkham-arkm,https://coin-images.coingecko.com/coins/images/30929/large/Arkham_Logo_CG.png?1696529771,False,1.009,-0.039047619047619185,-0.01656920077972722,-0.055243445692884044,-0.04100000000000015,263534922,48133802.0,,188,active,-0.03695034089340543,,,,,
188,kusama,ksm,Kusama,kusama-ksm,https://coin-images.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1696509648,False,17.14,0.006462984723854256,-0.005220417633410665,-0.012110726643598664,0.10999999999999943,263123195,12983035.0,,189,active,0.005042270066513686,,,,,
189,constitutiondao,people,ConstitutionDAO,constitutiondao-people,https://coin-images.coingecko.com/coins/images/20612/large/GN_UVm3d_400x400.jpg?1696520017,False,0.051617,-0.005718356501983108,-0.016805121560856656,-0.06916255092108584,-0.00029699999999999865,261519160,122329817.0,,190,active,-0.005912970434372383,,,,,
190,manta-network,manta,Manta Network,manta-network-manta,https://coin-images.coingecko.com/coins/images/34289/large/manta.jpg?1704468717,False,0.694188,-0.0004488317427618386,-0.010517187771879417,-0.00795830953740715,-0.00031199999999997896,259330576,20219047.0,,191,active,-0.003582028775563412,,,,,
191,dymension,dym,Dymension,dymension-dym,https://coin-images.coingecko.com/coins/images/34182/large/dym.png?1704253006,False,1.29,-0.05109489051094895,-0.015267175572519097,0.007751937984496131,-0.07000000000000006,257186329,14058468.0,,192,active,-0.053892789201243976,,,,,
192,metaplex,mplx,Metaplex,metaplex-mplx,https://coin-images.coingecko.com/coins/images/27344/large/mplx.png?1696526391,False,0.261744,0.04084638916466891,0.016902988683625154,-0.007213879596730992,0.010120999999999991,255785227,900843.0,,193,active,0.02062112915410756,,,,,
193,0x,zrx,0x Protocol,0x-protocol-zrx,https://coin-images.coingecko.com/coins/images/863/large/0x.png?1696501996,False,0.300874,-0.006988262879875507,-0.012642395193854416,-0.006909771167349483,-0.0021219999999999573,254944644,12530481.0,,194,active,-0.013448986964185177,,,,,
194,stepn,gmt,GMT,gmt-gmt,https://coin-images.coingecko.com/coins/images/23597/large/token-gmt-200x200.png?1703153841,False,0.107051,-0.0019896242027557767,-0.013027363917982109,-0.015364294297324409,-0.00021400000000000585,254093401,15803460.0,,195,active,-0.00525807382151584,,,,,
195,osmosis,osmo,Osmosis,osmosis-osmo,https://coin-images.coingecko.com/coins/images/16724/large/osmo.png?1696516298,False,0.373692,0.012922992055293795,-0.015796848004719574,-0.02794068799435314,0.004778999999999978,253323853,14765262.0,,196,active,0.008674580946622077,,,,,
196,dydx,ethdydx,dYdX,dydx-ethdydx,https://coin-images.coingecko.com/coins/images/17500/large/hjnIm9bV.jpg?1696517040,False,1.11,0.021159153633854767,-0.017699115044247607,0.0871694417238004,0.02300000000000013,252271222,26334048.0,,197,active,0.014361719387660938,,,,,
197,m2-global-wealth-limited-mmx,mmx,MMX,mmx-mmx,https://coin-images.coingecko.com/coins/images/33161/large/mmx.png?1700830276,False,1.73,-0.0057803468208092535,0.0,-0.017142857142857158,-0.010000000000000009,251288335,1424719.0,,198,active,-0.0029960189961205975,,,,,
198,aethir,ath,Aethir,aethir-ath,https://coin-images.coingecko.com/coins/images/36179/large/logogram_circle_dark_green_vb_green_%281%29.png?1718232706,False,0.06169,-0.06570007279786454,-0.010073348067006145,0.019511791477037643,-0.004331999999999996,250194288,26246136.0,,199,active,-0.06796077096647761,,,,,
199,zilliqa,zil,Zilliqa,zilliqa-zil,https://coin-images.coingecko.com/coins/images/2687/large/Zilliqa-logo.png?1696503475,False,0.01325728,-0.009904353267185102,-0.012846789233294775,-0.03399265216237919,-0.00013295999999999968,249653709,13734852.0,,200,active,-0.01419038920156602,,,,,
200,ankr,ankr,Ankr Network,ankr-network-ankr,https://coin-images.coingecko.com/coins/images/4324/large/U85xTl2.png?1696504928,False,0.02484124,0.0047407893351475395,-0.007738913700608955,-0.024578115263725855,0.00011707000000000037,248464231,8514698.0,,201,active,0.00612828840492528,,,,,
201,compound-wrapped-btc,cwbtc,cWBTC,cwbtc-cwbtc,https://coin-images.coingecko.com/coins/images/10823/large/cwbtc.png?1696510780,False,1166.33,-0.03419249970974111,-0.009259023300459631,-0.01602791577951268,-41.23000000000002,247600777,0.0,,202,active,-0.029224310588811208,,,,,
202,radix,xrd,Radix,radix-xrd,https://coin-images.coingecko.com/coins/images/4374/large/6266da240f9ff5b6237a154c_Radix-Icon-256x256.png?1719376420,False,0.02348089,-0.01898397041102944,-0.007483346950830225,-0.12226697202609364,-0.0004540399999999993,246867292,1693111.0,,203,active,-0.019378492375313038,,,,,
203,siacoin,sc,Siacoin,siacoin-sc,https://coin-images.coingecko.com/coins/images/289/large/siacoin.png?1696501638,False,0.00426715,-0.018333735590571068,-0.009027069593921232,-0.021108100798115054,-7.97599999999999e-05,246340531,2333069.0,,204,active,-0.01731957158193576,,,,,
204,usd-coin-ethereum-bridged,usdc.e,Arbitrum Bridged USDC (Arbitrum),bridged-usdc-(arbitrum)-usdc.e,https://coin-images.coingecko.com/coins/images/30691/large/usdc.png?1696529560,False,1.001,-0.00340419161676652,0.0004482007939556961,-0.005389442231075752,-0.003411000000000053,246211120,38662120.0,,205,active,0.004626623018930685,,,,,
205,corgiai,corgiai,CorgiAI,corgiai-corgiai,https://coin-images.coingecko.com/coins/images/30933/large/Token.png?1696529775,False,0.00071773,-0.022128200275757706,-0.0035888018168308855,-0.09704678216585953,-1.6370000000000035e-05,246124992,138048.0,,206,active,-0.04476600585378278,,,,,
206,basic-attention-token,bat,Basic Attention,basic-attention-bat,https://coin-images.coingecko.com/coins/images/677/large/basic-attention-token.png?1696501867,False,0.162767,-0.005433259834078333,-0.008680312661577368,0.005827419672777463,-0.0008919999999999761,243657114,10872604.0,,207,active,-0.011676884279949753,,,,,
207,celo,celo,Celo,celo-celo,https://coin-images.coingecko.com/coins/images/11090/large/InjXBNx9_400x400.jpg?1696511031,False,0.445938,-0.0060374433499632545,-0.00139761464807663,-0.05298297364618392,-0.0026949999999999474,243121647,13153496.0,,208,active,-0.0014565976595651649,,,,,
208,memecoin-2,meme,Memecoin,memecoin-meme,https://coin-images.coingecko.com/coins/images/32528/large/memecoin_%282%29.png?1698912168,False,0.01004916,-0.01907764140537459,-0.016958896796630964,-0.061946054042781404,-0.00019596000000000023,243005564,42534427.0,,209,active,-0.022908884511817492,,,,,
209,holotoken,hot,Holo,holo-hot,https://coin-images.coingecko.com/coins/images/3348/large/Holologo_Profile.png?1696504052,False,0.00136307,-0.008685169854617878,-0.012959354422769062,-0.011463289232618667,-1.1960000000000096e-05,241981561,8016229.0,,210,active,-0.01241530188420256,,,,,
210,reserve-rights-token,rsr,Reserve Rights,reserve-rights-rsr,https://coin-images.coingecko.com/coins/images/8365/large/RSR_Blue_Circle_1000.png?1721777856,False,0.00468755,0.001954687379041578,-0.009545909469052417,0.2271010660711275,9.089999999999793e-06,239566765,22729934.0,,211,active,0.012134031524423123,,,,,
211,qtum,qtum,Qtum,qtum-qtum,https://coin-images.coingecko.com/coins/images/684/large/Qtum_Logo_blue_CG.png?1696501874,False,2.25,0.00896860986547086,-0.008810572687224677,0.041666666666666595,0.020000000000000018,236790601,10645691.0,,212,active,0.006569568182623725,,,,,
212,superfarm,super,SuperVerse,superverse-super,https://coin-images.coingecko.com/coins/images/14040/large/SV-Logo-200x200.png?1706880312,False,0.520012,-0.05558733946853669,-0.015044033165082795,-0.06946109713279487,-0.030606000000000022,235055463,12202957.0,,213,active,-0.051542930482734825,,,,,
213,gmx,gmx,GMX,gmx-gmx,https://coin-images.coingecko.com/coins/images/18323/large/arbit.png?1696517814,False,24.4,-0.03169572107765441,-0.016129032258064602,-0.023181454836131026,-0.7999999999999972,235035836,17489246.0,,214,active,-0.031477621497163585,,,,,
214,ether-fi,ethfi,Ether.fi,ether.fi-ethfi,https://coin-images.coingecko.com/coins/images/35958/large/etherfi.jpeg?1710254562,False,1.35,-0.04255319148936158,-0.02189781021897812,-0.04255319148936158,-0.05999999999999983,232624571,67360152.0,,215,active,-0.050150205777145525,,,,,
215,rocket-pool,rpl,Rocket Pool,rocket-pool-rpl,https://coin-images.coingecko.com/coins/images/2090/large/rocket_pool_%28RPL%29.png?1696503058,False,11.23,0.03799814643188139,-0.01666666666666662,-0.054852320675105516,0.41000000000000014,231260657,7938243.0,,216,active,0.0392135603188713,,,,,
216,enjincoin,enj,Enjin Coin,enjin-coin-enj,https://coin-images.coingecko.com/coins/images/1102/large/Symbol_Only_-_Purple.png?1709725966,False,0.136622,-0.0026481897990278183,-0.01630200396768345,0.015221116067472212,-0.0003650000000000042,231256045,16977447.0,,217,active,-0.008071968487564016,,,,,
217,liquid-staked-ethereum,lseth,Liquid Staked ETH,liquid-staked-eth-lseth,https://coin-images.coingecko.com/coins/images/28848/large/LsETH-receipt-token-circle.png?1696527824,False,2726.56,-0.02344273515299415,-0.013292858977745056,-0.0009201824234158065,-65.42000000000007,229804250,22056.0,,218,active,-0.023710361276096735,,,,,
218,avail,avail,Avail,avail-avail,https://coin-images.coingecko.com/coins/images/37372/large/avail-logo.png?1714145201,False,0.131922,-0.10544402488386631,-0.023892094505851412,-0.10027459391521741,-0.015526000000000012,228165146,7014654.0,,219,active,-0.10237491621246732,,,,,
219,ultima,ultima,Ultima,ultima-ultima,https://coin-images.coingecko.com/coins/images/31844/large/ULTIMA.jpg?1696530658,False,7578.88,-0.007371152490717251,-0.0009909037411563238,-0.04527258611221582,-56.160000000000764,227976127,6886531.0,,220,active,0.007555317121004654,,,,,
220,tribe-2,tribe,Tribe,tribe-tribe,https://coin-images.coingecko.com/coins/images/14575/large/tribe.PNG?1696514256,False,0.491223,0.17428141484786747,-0.012470116557990437,-0.14419143749642668,0.07331199999999999,223548432,29071.0,,221,active,0.1677628129892702,,,,,
221,olympus,ohm,Olympus,olympus-ohm,https://coin-images.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1696514169,False,13.86,-0.006456241032998555,-0.006451612903225797,0.038230884557721126,-0.08999999999999986,223343514,128504.0,,222,active,-0.007974191424851337,,,,,
222,ravencoin,rvn,Ravencoin,ravencoin-rvn,https://coin-images.coingecko.com/coins/images/3412/large/ravencoin.png?1696504108,False,0.01539544,0.015130767365357843,-0.004939295898329629,-0.015249437455252049,0.00022960999999999988,218301270,7395739.0,,223,active,0.011762882424215368,,,,,
223,polymesh,polyx,Polymesh,polymesh-polyx,https://coin-images.coingecko.com/coins/images/23496/large/Polymesh-symbol.png?1696522706,False,0.20148,-0.020323894035023538,-0.0145400535480467,-0.048876215721779304,-0.004227999999999982,217670175,6042443.0,,224,active,-0.0309649261716468,,,,,
224,terra-luna-2,luna,Terra,terra-luna,https://coin-images.coingecko.com/coins/images/25767/large/01_Luna_color.png?1696524851,False,0.316059,-0.0031502839338659484,-0.01701314454657981,-0.042394820053585594,-0.0010029999999999761,217441820,21257817.0,,225,active,-0.005187116107934044,,,,,
225,threshold-network-token,t,Threshold Network,threshold-network-t,https://coin-images.coingecko.com/coins/images/22228/large/nFPNiSbL_400x400.jpg?1696521570,False,0.02217898,-0.009239063335939667,-0.010581854637934597,-0.087042151342528,-0.00020653999999999811,217265064,11928190.0,,226,active,-0.008318102885817434,,,,,
226,ousg,ousg,OUSG,ousg-ousg,https://coin-images.coingecko.com/coins/images/29023/large/OUSG.png?1696527993,False,107.57,0.0,0.0,0.0010236367020286566,0.0,215924481,0.0,,227,active,0.0,,,,,
227,ethereum-pow-iou,ethw,EthereumPoW,ethereumpow-ethw,https://coin-images.coingecko.com/coins/images/26997/large/logo-clear.png?1696526049,False,1.94,0.0,-0.01020408163265307,0.005154639175257737,0.0,209473630,3237723.0,,228,active,-0.003523371267623558,,,,,
228,gas,gas,Gas,gas-gas,https://coin-images.coingecko.com/coins/images/858/large/GAS_512_512.png?1696501992,False,3.2,0.0031249999999999334,-0.009287925696594366,-0.03892215568862272,0.009999999999999787,208588616,5577990.0,,229,active,3.74387275239567e-05,,,,,
229,pepecoin-2,pepecoin,PepeCoin,pepecoin-pepecoin,https://coin-images.coingecko.com/coins/images/30219/large/pepecoin.jpeg?1696529130,False,1.77,0.017241379310344845,-0.005617977528089893,-0.07329842931937168,0.030000000000000027,208165677,3032341.0,,230,active,0.019012713750946507,,,,,
230,gigachad-2,giga,Gigachad,gigachad-giga,https://coin-images.coingecko.com/coins/images/34755/large/IMG_0015.png?1705957165,False,0.02155678,-0.029428112304679326,-0.013724923947472868,0.5412950364263004,-0.0006612900000000019,207034261,4225756.0,,231,active,-0.041682393743775206,,,,,
231,biconomy,bico,Biconomy,biconomy-bico,https://coin-images.coingecko.com/coins/images/21061/large/biconomy_logo.jpg?1696520444,False,0.243412,-0.027355623100303893,-0.018018345511166014,0.1317418213969938,-0.006839999999999985,206995417,17109710.0,,232,active,-0.027731702043314505,,,,,
232,altlayer,alt,AltLayer,altlayer-alt,https://coin-images.coingecko.com/coins/images/34608/large/Logomark_200x200.png?1715107868,False,0.089701,-0.10548662972777648,-0.0017111111111111263,0.048214453749882445,-0.010509000000000004,206875710,43148563.0,,233,active,-0.09903048783698382,,,,,
233,origintrail,trac,OriginTrail,origintrail-trac,https://coin-images.coingecko.com/coins/images/1877/large/TRAC.jpg?1696502873,False,0.495805,-0.04483461206630913,-0.006721450359204983,0.01351743473214428,-0.02328099999999994,201556536,2237111.0,,234,active,-0.04404718411115371,,,,,
234,compound-ether,ceth,cETH,ceth-ceth,https://coin-images.coingecko.com/coins/images/10643/large/ceth.png?1696510617,False,51.86,-0.02603483798464133,-0.014443177499049754,0.0005772561092938453,-1.3900000000000006,201369819,395.19,,235,active,-0.03032780718401915,,,,,
235,zelcash,flux,Flux,flux-flux,https://coin-images.coingecko.com/coins/images/5163/large/Flux_symbol_blue-white.png?1696505679,False,0.572355,0.20290236915291807,-0.05406426156514373,0.134269382668825,0.09703400000000001,201240754,107411700.0,,236,active,0.19591122787306584,,,,,
236,nxm,nxm,Nexus Mutual,nexus-mutual-nxm,https://coin-images.coingecko.com/coins/images/11810/large/NXMmain.png?1696511684,False,55.35,-0.02539682539682548,-0.01407196294976842,0.035413153456998324,-1.4400000000000048,200064690,0.0,,237,active,-0.029646250618164047,,,,,
237,blast,blast,Blast,blast-blast,https://coin-images.coingecko.com/coins/images/35494/large/Blast.jpg?1719385662,False,0.01034835,-0.07404146870017483,-0.020270782120577417,-0.050655646086955705,-0.0008326399999999991,197404438,28459095.0,,238,active,-0.07895056400225373,,,,,
238,mask-network,mask,Mask Network,mask-network-mask,https://coin-images.coingecko.com/coins/images/14051/large/Mask_Network.jpg?1696513776,False,1.96,0.005102040816326535,-0.015075376884422124,-0.005050505050505055,0.010000000000000009,195762252,28545251.0,,239,active,-0.003995247805431346,,,,,
239,wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,wrapped-beacon-eth-wbeth,https://coin-images.coingecko.com/coins/images/30061/large/wbeth-icon.png?1696528983,False,2703.76,-0.026801955127166058,-0.012465019764289962,-0.0008505350975155971,-74.40999999999985,191755004,4718213.0,,240,active,-0.027500729925970774,,,,,
240,singularitynet,agix,SingularityNET,singularitynet-agix,https://coin-images.coingecko.com/coins/images/2138/large/singularitynet.png?1696503103,False,0.357269,-0.019296972352691462,-0.01282889632700115,-0.01998675395192014,-0.007045999999999997,191377714,260162.0,,241,active,-0.08397924704300729,,,,,
241,tbtc,tbtc,tBTC,tbtc-tbtc,https://coin-images.coingecko.com/coins/images/11224/large/0x18084fba666a33d37592fa2633fd49a74dd93a88.png?1696511155,False,57909.0,-0.0339827669538841,-0.006039911460388819,-0.019305280611813275,-2039.0,189718566,20171373.0,,242,active,0.0023714357909063377,,,,,
242,coinex-token,cet,CoinEx,coinex-cet,https://coin-images.coingecko.com/coins/images/4817/large/coinex-token.png?1696505367,False,0.067596,-0.011875144642443911,-0.013009768277191334,0.020007465472191024,-0.0008210000000000023,189414252,91380.0,,243,active,-0.021292509730793018,,,,,
243,goldfinch,gfi,Goldfinch,goldfinch-gfi,https://coin-images.coingecko.com/coins/images/19081/large/GOLDFINCH.png?1696518531,False,2.27,0.0,-0.00873362445414848,0.013333333333333246,0.0,185006827,3507937.0,,244,active,-0.01022935157017788,,,,,
244,convex-finance,cvx,Convex Finance,convex-finance-cvx,https://coin-images.coingecko.com/coins/images/15585/large/convex.png?1696515221,False,2.26,-0.046413502109704775,-0.008771929824561412,-0.046413502109704775,-0.11000000000000032,184944819,12493123.0,,245,active,-0.04792041641621862,,,,,
245,qubic-network,qubic,Qubic,qubic-qubic,https://coin-images.coingecko.com/coins/images/32949/large/Monogram_dark.png?1714674384,False,1.68e-06,0.0,-0.011764705882352953,-0.061111111111111116,0.0,184213052,1415380.0,,246,active,-0.010649655557806767,,,,,
246,metis-token,metis,Metis,metis-metis,https://coin-images.coingecko.com/coins/images/15595/large/Metis_Black_Bg.png?1702968192,False,30.93,-0.019688790092092647,-0.014354066985646024,-0.03228840125391842,-0.6199999999999974,183864681,7823670.0,,247,active,-0.020594937578472992,,,,,
247,mimblewimblecoin,mwc,MimbleWimbleCoin,mimblewimblecoin-mwc,https://coin-images.coingecko.com/coins/images/9989/large/E5zZUXza_400x400.jpg?1696510026,False,16.65,-0.04092219020172915,-0.00893388921977359,-0.05935556811758059,-0.7100000000000009,182484086,8209.24,,248,active,-0.046392633700631694,,,,,
248,mantle-bridged-usdt-mantle,usdt,Mantle Bridged USDT (Mantle),mantle-bridged-usdt-(mantle)-usdt,https://coin-images.coingecko.com/coins/images/35069/large/logo.png?1707291114,False,0.996256,-0.010335657370517897,-0.007250749250749127,-0.013284011916583776,-0.01037699999999997,181389246,5356344.0,,249,active,0.052292140415954674,,,,,
249,link,fnsa,FINSCHIA,finschia-fnsa,https://coin-images.coingecko.com/coins/images/6450/large/FINSCHIA_coin_icon%28black%29.png?1696506813,False,22.19,0.09365853658536594,-0.01462765957446801,0.2922190201729107,1.9200000000000017,179713678,2571457.0,,250,active,0.07867838306736602,,,,,
